Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S09103,34,Male,Postgraduate,Web Development,134,3,70,28,76,Medium,91,Visual,5,No
S09104,47,Male,Undergraduate,Machine Learning,329,4,87,22,78,Medium,62,Kinesthetic,5,Yes
S09105,47,Male,Undergraduate,Machine Learning,406,2,58,26,51,Low,84,Visual,1,No
S09106,21,Male,High School,Web Development,398,4,35,25,51,Medium,43,Auditory,3,No
S09107,27,Male,High School,Web Development,426,3,54,6,75,Medium,60,Auditory,5,Yes
S09108,40,Male,Undergraduate,Web Development,380,3,46,34,44,High,92,Kinesthetic,1,No
S09109,32,Female,Undergraduate,Web Development,170,4,74,1,97,Low,42,Visual,5,No
S09110,44,Male,Undergraduate,Machine Learning,104,4,41,9,63,Medium,40,Visual,4,No
S09111,34,Male,Undergraduate,Python Basics,371,2,38,42,93,Medium,77,Visual,2,No
S09112,49,Male,Undergraduate,Python Basics,206,1,85,14,71,Medium,64,Visual,4,No
S09113,27,Male,Postgraduate,Web Development,145,4,73,41,66,Medium,74,Reading/Writing,3,No
S09114,19,Female,Undergraduate,Machine Learning,239,1,55,14,91,High,90,Kinesthetic,2,No
S09115,16,Male,High School,Machine Learning,94,4,50,4,62,Low,40,Kinesthetic,1,No
S09116,43,Female,High School,Cybersecurity,420,4,45,13,64,Medium,55,Kinesthetic,4,No
S09117,36,Female,Undergraduate,Cybersecurity,452,4,75,49,46,Medium,89,Visual,2,No
S09118,32,Male,Undergraduate,Data Science,215,3,48,36,82,Medium,71,Auditory,2,Yes
S09119,45,Female,Undergraduate,Data Science,174,4,68,17,71,High,99,Visual,2,No
S09120,40,Male,Undergraduate,Python Basics,75,3,79,44,70,Medium,68,Kinesthetic,5,No
S09121,22,Female,Undergraduate,Web Development,369,4,81,1,73,High,61,Auditory,5,No
S09122,16,Male,Undergraduate,Web Development,446,2,76,29,96,High,35,Kinesthetic,4,No
S09123,40,Female,Undergraduate,Machine Learning,369,2,63,34,95,Medium,49,Kinesthetic,2,No
S09124,38,Female,Undergraduate,Data Science,292,1,38,8,50,High,98,Auditory,1,Yes
S09125,48,Male,High School,Python Basics,255,4,62,44,70,Low,59,Kinesthetic,2,No
S09126,27,Female,Undergraduate,Web Development,388,1,51,35,84,High,70,Reading/Writing,3,No
S09127,49,Male,Undergraduate,Web Development,420,2,36,44,54,High,83,Reading/Writing,5,No
S09128,46,Male,High School,Cybersecurity,421,2,54,29,87,Medium,98,Reading/Writing,3,No
S09129,29,Female,High School,Data Science,431,1,62,29,43,Medium,62,Auditory,3,No
S09130,44,Male,Undergraduate,Cybersecurity,255,1,52,40,69,Medium,77,Reading/Writing,4,No
S09131,38,Male,Undergraduate,Cybersecurity,156,3,84,35,64,Medium,51,Auditory,2,No
S09132,25,Female,High School,Cybersecurity,314,2,45,7,93,High,75,Kinesthetic,2,Yes
S09133,35,Female,High School,Machine Learning,81,3,42,41,58,High,87,Kinesthetic,4,No
S09134,40,Female,Undergraduate,Data Science,153,4,99,19,47,Medium,92,Reading/Writing,1,No
S09135,19,Other,Undergraduate,Machine Learning,246,4,87,7,55,Medium,80,Visual,3,No
S09136,49,Male,Undergraduate,Cybersecurity,38,4,70,29,99,Medium,87,Visual,1,No
S09137,29,Male,Postgraduate,Web Development,448,2,99,38,60,Medium,85,Kinesthetic,1,No
S09138,30,Male,Postgraduate,Web Development,190,3,67,8,87,Medium,38,Visual,3,Yes
S09139,40,Male,Undergraduate,Data Science,104,4,87,11,43,Medium,51,Reading/Writing,2,No
S09140,30,Female,Undergraduate,Web Development,446,4,48,31,40,High,46,Visual,4,No
S09141,36,Male,Undergraduate,Cybersecurity,205,2,37,11,60,High,31,Kinesthetic,4,No
S09142,38,Male,Undergraduate,Machine Learning,475,4,80,13,66,Low,42,Visual,5,No
S09143,25,Female,High School,Machine Learning,152,2,58,0,99,Medium,76,Reading/Writing,4,No
S09144,30,Other,High School,Cybersecurity,156,1,65,1,93,Medium,45,Visual,5,No
S09145,24,Male,Undergraduate,Machine Learning,365,1,58,14,56,High,54,Reading/Writing,2,No
S09146,44,Male,Postgraduate,Web Development,249,4,52,0,58,Medium,84,Reading/Writing,2,No
S09147,34,Male,Undergraduate,Cybersecurity,68,1,66,7,69,Medium,31,Auditory,4,Yes
S09148,15,Male,High School,Web Development,335,3,33,12,88,Medium,44,Auditory,3,Yes
S09149,16,Male,High School,Data Science,57,2,97,21,87,Medium,88,Auditory,3,No
S09150,26,Male,Undergraduate,Machine Learning,264,4,68,48,91,Low,68,Auditory,3,No
S09151,30,Female,Undergraduate,Cybersecurity,131,3,64,24,75,Low,35,Reading/Writing,1,Yes
S09152,48,Male,Undergraduate,Python Basics,87,2,62,17,85,Low,86,Visual,5,No
S09153,17,Female,Undergraduate,Data Science,55,1,51,16,98,High,90,Visual,2,No
S09154,22,Male,High School,Data Science,124,2,66,26,62,High,58,Kinesthetic,2,No
S09155,49,Male,Postgraduate,Python Basics,143,1,50,29,88,Medium,79,Visual,1,Yes
S09156,19,Female,High School,Web Development,378,2,72,35,75,Medium,55,Kinesthetic,4,No
S09157,15,Male,Undergraduate,Web Development,461,2,60,5,82,Medium,70,Visual,3,No
S09158,40,Male,Undergraduate,Cybersecurity,285,1,87,12,78,High,76,Reading/Writing,2,Yes
S09159,30,Male,High School,Python Basics,297,3,92,14,55,Medium,71,Visual,1,No
S09160,30,Female,Postgraduate,Python Basics,181,2,96,3,81,Medium,77,Reading/Writing,2,No
S09161,42,Male,High School,Machine Learning,82,3,58,3,66,Medium,48,Reading/Writing,2,No
S09162,48,Male,Undergraduate,Cybersecurity,173,3,46,37,46,Medium,52,Reading/Writing,4,No
S09163,34,Female,High School,Data Science,326,1,69,30,42,Low,52,Visual,2,No
S09164,47,Male,Postgraduate,Cybersecurity,97,2,53,22,50,High,36,Auditory,2,Yes
S09165,36,Other,Undergraduate,Cybersecurity,287,1,32,26,73,High,85,Reading/Writing,1,No
S09166,49,Male,Undergraduate,Web Development,470,1,69,22,91,Medium,61,Visual,2,No
S09167,48,Male,High School,Cybersecurity,16,1,97,30,55,Medium,99,Reading/Writing,2,No
S09168,29,Male,High School,Web Development,97,1,46,24,46,High,57,Kinesthetic,3,No
S09169,48,Male,Postgraduate,Machine Learning,499,4,91,12,53,Medium,84,Visual,4,No
S09170,41,Other,Undergraduate,Web Development,62,2,88,47,74,High,84,Kinesthetic,1,No
S09171,34,Male,Postgraduate,Machine Learning,31,3,78,26,53,Low,86,Auditory,5,No
S09172,21,Male,Postgraduate,Web Development,21,4,57,29,57,Medium,37,Reading/Writing,5,No
S09173,34,Male,High School,Cybersecurity,88,1,39,1,81,Medium,80,Visual,1,No
S09174,41,Male,High School,Machine Learning,129,3,65,13,78,Medium,60,Auditory,5,No
S09175,49,Female,High School,Machine Learning,383,4,38,41,76,Medium,33,Auditory,5,No
S09176,32,Male,High School,Python Basics,357,3,68,28,84,High,90,Auditory,1,No
S09177,48,Female,Undergraduate,Web Development,148,3,78,10,87,Low,40,Auditory,1,Yes
S09178,39,Male,Postgraduate,Cybersecurity,123,2,97,31,47,Low,59,Kinesthetic,3,No
S09179,42,Female,Undergraduate,Machine Learning,204,2,56,29,47,High,81,Auditory,4,No
S09180,32,Male,High School,Web Development,277,3,94,23,87,Low,63,Auditory,4,No
S09181,26,Female,High School,Data Science,169,2,90,23,62,Medium,67,Kinesthetic,5,No
S09182,45,Male,High School,Machine Learning,224,3,37,39,41,Medium,39,Visual,2,Yes
S09183,49,Male,Postgraduate,Python Basics,417,4,94,42,98,Medium,35,Visual,1,No
S09184,27,Male,High School,Machine Learning,235,3,70,49,71,Medium,59,Auditory,4,Yes
S09185,44,Male,Undergraduate,Cybersecurity,384,4,58,37,42,Medium,80,Kinesthetic,1,No
S09186,40,Female,Undergraduate,Data Science,37,3,31,44,95,Low,54,Visual,4,No
S09187,26,Female,Undergraduate,Python Basics,403,4,31,14,45,Low,39,Visual,2,No
S09188,29,Male,High School,Python Basics,405,3,49,27,53,Low,44,Visual,3,No
S09189,16,Female,Postgraduate,Cybersecurity,229,4,42,22,50,Low,87,Reading/Writing,5,No
S09190,16,Male,Undergraduate,Data Science,157,4,61,0,50,High,73,Auditory,5,No
S09191,30,Male,High School,Machine Learning,236,4,68,8,75,High,57,Kinesthetic,2,Yes
S09192,29,Male,High School,Python Basics,115,1,98,7,92,High,78,Auditory,1,Yes
S09193,15,Female,Postgraduate,Cybersecurity,21,2,86,1,85,Low,34,Visual,2,No
S09194,40,Female,Postgraduate,Cybersecurity,331,1,36,7,63,Medium,96,Reading/Writing,3,No
S09195,20,Female,High School,Python Basics,416,4,92,46,90,Low,74,Auditory,1,No
S09196,42,Male,Undergraduate,Web Development,357,3,87,22,53,High,75,Reading/Writing,4,No
S09197,41,Female,Postgraduate,Web Development,203,3,54,15,79,High,78,Auditory,3,No
S09198,44,Female,High School,Web Development,376,4,54,29,89,Medium,86,Reading/Writing,1,Yes
S09199,36,Female,Undergraduate,Data Science,448,4,93,19,48,Medium,98,Reading/Writing,1,Yes
S09200,30,Male,Undergraduate,Web Development,293,2,58,23,40,Medium,49,Visual,2,No
S09201,36,Female,High School,Cybersecurity,466,1,89,1,88,Medium,40,Kinesthetic,1,No
S09202,40,Female,Undergraduate,Machine Learning,228,2,93,34,85,Medium,56,Auditory,4,No
S09203,35,Other,High School,Python Basics,153,1,69,43,59,Medium,78,Reading/Writing,2,No
S09204,45,Female,Undergraduate,Cybersecurity,358,1,31,14,87,Low,60,Visual,2,No
S09205,39,Male,Postgraduate,Data Science,191,1,34,31,72,Medium,54,Visual,3,No
S09206,18,Male,High School,Machine Learning,231,4,83,25,57,High,91,Visual,5,No
S09207,47,Female,Undergraduate,Python Basics,461,1,61,23,80,Medium,71,Reading/Writing,4,No
S09208,15,Male,Undergraduate,Python Basics,43,3,73,23,65,Low,81,Auditory,2,No
S09209,38,Female,Postgraduate,Web Development,489,4,76,31,85,High,59,Auditory,4,No
S09210,36,Female,High School,Data Science,474,2,66,14,83,Medium,58,Kinesthetic,1,No
S09211,29,Male,Postgraduate,Cybersecurity,257,1,36,6,62,Medium,85,Auditory,2,No
S09212,18,Female,High School,Data Science,90,2,62,23,87,Medium,84,Visual,3,No
S09213,15,Female,High School,Web Development,104,2,39,47,85,Medium,95,Kinesthetic,4,Yes
S09214,34,Female,Postgraduate,Cybersecurity,101,4,92,10,66,Medium,30,Auditory,2,No
S09215,46,Female,High School,Python Basics,354,2,54,10,77,Medium,69,Visual,4,No
S09216,29,Male,High School,Data Science,355,2,77,40,74,Medium,44,Reading/Writing,1,Yes
S09217,18,Female,High School,Data Science,132,3,79,30,53,Low,78,Reading/Writing,5,No
S09218,32,Male,High School,Web Development,345,2,74,30,82,High,31,Reading/Writing,2,Yes
S09219,49,Female,Undergraduate,Machine Learning,94,4,31,40,54,High,86,Auditory,1,No
S09220,32,Female,High School,Data Science,189,3,83,20,80,Low,84,Reading/Writing,1,No
S09221,40,Male,Postgraduate,Cybersecurity,301,2,51,35,72,Low,78,Visual,2,No
S09222,29,Male,Postgraduate,Data Science,480,4,44,38,46,Medium,50,Auditory,3,No
S09223,40,Male,Postgraduate,Cybersecurity,335,2,82,31,41,Medium,45,Kinesthetic,2,Yes
S09224,43,Female,High School,Cybersecurity,81,1,89,29,45,Medium,53,Reading/Writing,2,No
S09225,39,Female,Undergraduate,Data Science,232,2,45,4,62,Medium,77,Kinesthetic,4,No
S09226,27,Female,Undergraduate,Python Basics,62,2,81,49,82,High,90,Kinesthetic,2,No
S09227,19,Female,Postgraduate,Python Basics,138,1,72,1,87,Medium,93,Kinesthetic,1,No
S09228,31,Female,High School,Machine Learning,198,2,36,2,67,Medium,86,Reading/Writing,5,Yes
S09229,28,Female,High School,Web Development,405,1,46,44,59,Medium,69,Auditory,2,No
S09230,25,Female,Undergraduate,Data Science,368,4,66,17,42,High,75,Visual,5,No
S09231,39,Male,Undergraduate,Python Basics,90,3,68,33,50,High,34,Kinesthetic,3,Yes
S09232,29,Male,Undergraduate,Web Development,92,3,93,23,50,High,34,Auditory,3,No
S09233,49,Male,High School,Machine Learning,208,1,86,16,67,Medium,73,Auditory,2,No
S09234,20,Female,High School,Machine Learning,439,4,59,44,49,Low,86,Kinesthetic,4,No
S09235,31,Male,Postgraduate,Machine Learning,389,3,41,11,59,High,61,Kinesthetic,4,No
S09236,40,Male,Postgraduate,Python Basics,456,2,76,49,78,Medium,51,Reading/Writing,2,No
S09237,36,Male,Undergraduate,Python Basics,299,1,50,3,89,Medium,73,Reading/Writing,2,No
S09238,34,Female,High School,Web Development,101,2,96,13,45,High,92,Visual,1,No
S09239,26,Male,Undergraduate,Cybersecurity,159,2,87,15,48,Low,44,Visual,3,No
S09240,37,Female,Undergraduate,Data Science,476,1,76,5,75,Medium,80,Kinesthetic,3,No
S09241,39,Female,Undergraduate,Cybersecurity,323,1,52,11,53,Medium,87,Reading/Writing,2,No
S09242,38,Male,Postgraduate,Machine Learning,115,1,85,23,68,Medium,95,Reading/Writing,4,No
S09243,26,Female,Undergraduate,Machine Learning,459,4,37,14,89,Low,35,Visual,1,Yes
S09244,29,Female,Undergraduate,Web Development,158,1,71,10,56,High,31,Kinesthetic,3,No
S09245,49,Female,Undergraduate,Machine Learning,138,3,56,33,61,Low,53,Visual,3,Yes
S09246,39,Female,High School,Python Basics,402,2,33,15,43,Medium,54,Reading/Writing,1,No
S09247,40,Female,Undergraduate,Cybersecurity,359,3,88,48,42,Medium,64,Kinesthetic,4,Yes
S09248,38,Female,Undergraduate,Cybersecurity,32,1,72,6,69,Medium,82,Kinesthetic,5,No
S09249,17,Female,Undergraduate,Python Basics,90,3,76,15,44,High,42,Auditory,1,No
S09250,35,Male,High School,Python Basics,144,3,56,22,59,High,39,Auditory,1,No
S09251,27,Female,Undergraduate,Machine Learning,377,2,96,4,66,Low,36,Reading/Writing,1,No
S09252,46,Female,Undergraduate,Web Development,398,3,36,35,44,High,73,Reading/Writing,2,No
S09253,45,Male,Undergraduate,Web Development,254,2,97,25,91,Medium,38,Auditory,1,No
S09254,28,Male,Undergraduate,Python Basics,472,1,39,17,68,Medium,49,Visual,5,No
S09255,45,Male,High School,Web Development,211,1,37,47,94,Medium,99,Kinesthetic,5,No
S09256,37,Female,Undergraduate,Python Basics,120,3,36,23,72,High,36,Kinesthetic,2,No
S09257,17,Male,Undergraduate,Data Science,42,1,42,33,92,Low,35,Kinesthetic,5,No
S09258,21,Male,Undergraduate,Web Development,275,1,68,43,98,Medium,72,Visual,4,No
S09259,43,Female,Undergraduate,Machine Learning,282,3,68,21,66,Low,79,Visual,4,Yes
S09260,22,Male,High School,Data Science,179,4,53,42,94,Medium,31,Auditory,1,No
S09261,29,Female,Postgraduate,Web Development,430,1,70,4,48,Low,50,Auditory,4,No
S09262,22,Female,High School,Web Development,489,1,67,1,44,Low,49,Visual,2,No
S09263,38,Female,High School,Data Science,447,1,45,21,49,Medium,99,Kinesthetic,3,Yes
S09264,44,Female,Undergraduate,Web Development,173,2,41,19,86,Medium,93,Visual,3,Yes
S09265,25,Female,Undergraduate,Cybersecurity,212,3,57,12,94,Medium,56,Visual,3,No
S09266,26,Female,Postgraduate,Web Development,196,1,40,23,53,Medium,61,Auditory,5,No
S09267,29,Male,Undergraduate,Web Development,144,3,47,34,86,Low,54,Visual,4,Yes
S09268,40,Male,Undergraduate,Machine Learning,357,2,81,41,50,Medium,58,Reading/Writing,5,No
S09269,16,Male,Undergraduate,Cybersecurity,409,3,77,37,92,Low,95,Reading/Writing,2,No
S09270,19,Male,Undergraduate,Cybersecurity,173,3,54,0,90,High,44,Auditory,4,Yes
S09271,24,Female,High School,Web Development,377,1,48,31,89,Medium,77,Visual,5,No
S09272,37,Other,Postgraduate,Python Basics,367,3,30,15,94,Medium,91,Visual,3,Yes
S09273,22,Male,High School,Machine Learning,254,2,50,42,92,Low,60,Reading/Writing,2,No
S09274,36,Male,Postgraduate,Data Science,199,2,55,22,67,High,50,Visual,5,Yes
S09275,18,Male,Undergraduate,Python Basics,146,2,78,9,73,High,71,Kinesthetic,3,Yes
S09276,17,Other,Undergraduate,Web Development,457,1,38,1,80,Low,54,Auditory,4,No
S09277,46,Other,Undergraduate,Data Science,245,2,45,13,76,High,74,Auditory,2,No
S09278,47,Male,Undergraduate,Cybersecurity,327,1,85,20,88,High,62,Auditory,1,No
S09279,49,Female,Postgraduate,Data Science,164,2,66,25,55,High,62,Visual,1,No
S09280,24,Female,Undergraduate,Machine Learning,495,1,63,11,70,High,88,Visual,2,No
S09281,45,Male,Undergraduate,Machine Learning,41,3,89,36,84,Low,69,Kinesthetic,5,No
S09282,29,Female,Undergraduate,Data Science,199,4,43,29,78,Medium,37,Auditory,1,No
S09283,48,Female,Undergraduate,Cybersecurity,238,3,50,35,57,Medium,44,Kinesthetic,3,Yes
S09284,28,Female,Undergraduate,Cybersecurity,445,1,98,10,99,Low,81,Kinesthetic,4,No
S09285,21,Other,Postgraduate,Data Science,46,1,74,49,59,Medium,82,Kinesthetic,4,No
S09286,35,Female,High School,Web Development,215,1,89,33,59,Medium,50,Visual,5,No
S09287,28,Female,Undergraduate,Machine Learning,307,3,81,26,84,High,58,Visual,4,No
S09288,18,Male,Undergraduate,Web Development,116,3,47,44,55,High,62,Kinesthetic,3,No
S09289,29,Male,Undergraduate,Machine Learning,36,4,55,32,71,Medium,48,Reading/Writing,4,Yes
S09290,42,Female,Postgraduate,Cybersecurity,89,4,59,29,61,Medium,99,Visual,4,No
S09291,21,Female,Postgraduate,Cybersecurity,88,3,79,43,54,Medium,58,Auditory,1,No
S09292,41,Male,Undergraduate,Python Basics,435,3,99,6,79,Low,62,Kinesthetic,3,No
S09293,41,Female,Postgraduate,Data Science,66,1,98,21,70,Medium,87,Reading/Writing,3,No
S09294,33,Male,Postgraduate,Cybersecurity,43,2,41,43,63,Low,73,Kinesthetic,4,No
S09295,35,Male,High School,Python Basics,100,1,69,1,79,High,44,Auditory,4,No
S09296,47,Male,Undergraduate,Data Science,169,3,52,16,55,Low,74,Reading/Writing,3,No
S09297,37,Male,High School,Cybersecurity,416,1,57,35,82,Medium,33,Reading/Writing,4,No
S09298,44,Female,Undergraduate,Machine Learning,89,2,47,23,50,High,77,Reading/Writing,4,No
S09299,24,Female,High School,Web Development,43,2,90,49,50,Medium,69,Reading/Writing,4,No
S09300,47,Male,Undergraduate,Cybersecurity,46,1,85,5,55,Low,61,Visual,4,No
S09301,47,Male,Undergraduate,Machine Learning,91,1,33,8,68,Low,74,Kinesthetic,3,Yes
S09302,49,Female,High School,Cybersecurity,397,3,75,26,43,Low,95,Visual,3,No
S09303,31,Male,High School,Web Development,341,1,93,7,76,High,60,Visual,5,No
S09304,35,Male,Undergraduate,Cybersecurity,383,2,58,11,76,Medium,55,Kinesthetic,3,No
S09305,29,Female,Undergraduate,Data Science,81,1,84,30,74,Low,91,Kinesthetic,5,No
S09306,23,Female,Undergraduate,Web Development,226,2,38,34,91,Medium,61,Reading/Writing,2,No
S09307,45,Male,Postgraduate,Web Development,97,2,50,46,43,High,92,Auditory,4,No
S09308,23,Female,High School,Data Science,156,1,89,14,80,Medium,77,Visual,2,No
S09309,44,Female,Undergraduate,Web Development,330,4,60,41,99,Medium,93,Reading/Writing,4,Yes
S09310,17,Female,Undergraduate,Data Science,434,4,96,19,62,Medium,30,Reading/Writing,1,No
S09311,39,Male,Undergraduate,Web Development,289,4,62,21,48,Medium,40,Auditory,5,Yes
S09312,30,Female,Undergraduate,Python Basics,216,2,91,28,74,High,44,Visual,2,No
S09313,18,Male,High School,Python Basics,271,4,36,35,97,Low,53,Auditory,3,No
S09314,33,Male,Postgraduate,Python Basics,183,1,53,41,50,Medium,87,Kinesthetic,5,Yes
S09315,15,Other,Undergraduate,Data Science,398,3,53,11,68,High,43,Auditory,1,No
S09316,49,Female,High School,Web Development,147,2,94,37,73,Medium,80,Visual,4,No
S09317,17,Male,Undergraduate,Python Basics,271,1,52,39,69,Medium,91,Visual,5,No
S09318,46,Male,Undergraduate,Data Science,287,4,36,8,44,Medium,49,Reading/Writing,5,No
S09319,49,Male,High School,Python Basics,39,3,61,34,74,Medium,65,Visual,3,No
S09320,22,Male,Undergraduate,Cybersecurity,360,2,31,41,44,Low,81,Auditory,4,No
S09321,44,Female,Postgraduate,Data Science,145,2,82,32,83,High,50,Auditory,4,No
S09322,16,Female,High School,Machine Learning,72,1,96,15,82,High,33,Auditory,2,No
S09323,44,Female,Undergraduate,Python Basics,46,4,50,30,56,Medium,60,Auditory,3,Yes
S09324,30,Female,Undergraduate,Cybersecurity,68,4,88,16,69,Low,52,Reading/Writing,4,No
S09325,21,Female,Postgraduate,Web Development,236,4,30,41,74,Medium,55,Reading/Writing,3,No
S09326,18,Male,Undergraduate,Python Basics,92,1,82,49,77,High,55,Reading/Writing,1,No
S09327,20,Male,Postgraduate,Web Development,400,4,51,13,85,Medium,43,Visual,4,No
S09328,32,Male,Postgraduate,Web Development,345,4,77,7,73,Medium,81,Auditory,3,No
S09329,26,Male,Undergraduate,Machine Learning,258,3,94,20,51,Low,36,Kinesthetic,4,No
S09330,45,Female,Postgraduate,Data Science,444,2,44,9,88,Medium,74,Kinesthetic,5,No
S09331,23,Female,Undergraduate,Cybersecurity,71,3,70,32,89,Medium,51,Auditory,3,No
S09332,15,Female,High School,Cybersecurity,371,3,53,41,71,Medium,91,Reading/Writing,4,No
S09333,43,Male,High School,Python Basics,450,2,51,20,88,Medium,36,Auditory,5,No
S09334,16,Male,High School,Web Development,107,3,71,15,50,Medium,91,Reading/Writing,4,Yes
S09335,21,Female,Undergraduate,Python Basics,301,4,35,37,70,Medium,60,Visual,3,No
S09336,43,Male,Postgraduate,Machine Learning,222,3,52,26,61,High,47,Auditory,5,Yes
S09337,19,Male,Undergraduate,Machine Learning,280,2,83,12,92,Medium,54,Visual,2,No
S09338,37,Male,Undergraduate,Cybersecurity,353,2,93,49,63,Medium,82,Reading/Writing,5,No
S09339,42,Female,Postgraduate,Python Basics,182,4,73,9,52,Low,33,Auditory,1,No
S09340,35,Male,Undergraduate,Cybersecurity,83,4,46,39,40,High,93,Reading/Writing,2,No
S09341,25,Male,High School,Machine Learning,57,4,35,49,81,Medium,49,Auditory,2,No
S09342,29,Female,High School,Python Basics,142,4,69,13,72,Low,65,Kinesthetic,1,No
S09343,30,Male,Undergraduate,Machine Learning,49,4,88,30,69,Low,97,Auditory,1,No
S09344,33,Female,High School,Python Basics,14,1,67,7,86,Medium,75,Reading/Writing,5,No
S09345,21,Female,Postgraduate,Python Basics,113,3,33,11,63,Medium,79,Reading/Writing,4,No
S09346,35,Male,Undergraduate,Cybersecurity,385,1,65,18,87,Medium,38,Reading/Writing,4,No
S09347,28,Male,High School,Machine Learning,189,4,30,0,42,Medium,41,Visual,5,No
S09348,21,Male,Undergraduate,Web Development,155,2,31,12,62,Medium,30,Auditory,5,No
S09349,40,Female,Undergraduate,Web Development,337,3,32,20,58,Medium,30,Visual,3,No
S09350,44,Female,Postgraduate,Machine Learning,35,3,40,33,52,Medium,90,Visual,4,No
S09351,17,Female,High School,Data Science,363,2,79,28,73,High,64,Reading/Writing,5,Yes
S09352,22,Female,Postgraduate,Web Development,383,2,58,6,68,High,37,Kinesthetic,5,No
S09353,37,Male,High School,Cybersecurity,359,2,48,35,40,Medium,84,Auditory,3,No
S09354,47,Male,Postgraduate,Cybersecurity,491,2,73,32,51,Medium,61,Visual,1,No
S09355,24,Female,High School,Cybersecurity,498,3,32,20,99,Medium,70,Visual,2,Yes
S09356,49,Male,Undergraduate,Web Development,473,3,46,37,95,Low,50,Reading/Writing,3,No
S09357,38,Male,High School,Machine Learning,129,3,75,40,96,High,88,Reading/Writing,4,Yes
S09358,46,Female,Undergraduate,Web Development,336,4,82,12,96,Low,60,Reading/Writing,1,No
S09359,39,Female,Postgraduate,Machine Learning,257,4,91,43,91,Low,76,Kinesthetic,3,No
S09360,20,Other,Undergraduate,Python Basics,481,1,55,3,84,High,96,Kinesthetic,2,No
S09361,42,Female,Postgraduate,Cybersecurity,228,2,55,38,66,Medium,74,Visual,2,No
S09362,47,Male,Undergraduate,Data Science,210,3,76,41,44,Medium,79,Reading/Writing,1,No
S09363,19,Female,High School,Machine Learning,129,3,91,24,66,Medium,84,Visual,1,No
S09364,22,Male,Postgraduate,Cybersecurity,291,3,52,32,60,High,53,Visual,4,Yes
S09365,22,Female,High School,Cybersecurity,244,4,31,41,57,Medium,46,Kinesthetic,4,No
S09366,41,Female,High School,Data Science,263,3,87,37,59,Medium,95,Reading/Writing,3,No
S09367,16,Male,High School,Machine Learning,69,2,46,14,42,Low,64,Reading/Writing,4,Yes
S09368,22,Female,Postgraduate,Cybersecurity,474,1,52,29,54,High,91,Visual,1,Yes
S09369,40,Female,Undergraduate,Web Development,272,4,98,25,61,Low,43,Reading/Writing,5,No
S09370,48,Male,Undergraduate,Python Basics,493,4,80,41,89,High,85,Reading/Writing,2,Yes
S09371,15,Female,High School,Machine Learning,311,1,54,22,83,Low,83,Visual,3,No
S09372,28,Female,Postgraduate,Machine Learning,426,1,63,27,97,Medium,32,Kinesthetic,3,No
S09373,17,Male,Postgraduate,Cybersecurity,213,3,57,0,71,Medium,34,Visual,5,No
S09374,19,Female,Undergraduate,Cybersecurity,68,4,35,44,44,Low,53,Reading/Writing,3,No
S09375,33,Male,Undergraduate,Data Science,270,1,87,48,57,Medium,99,Visual,4,No
S09376,37,Male,Undergraduate,Machine Learning,224,1,35,31,64,Medium,80,Reading/Writing,4,Yes
S09377,30,Male,High School,Data Science,206,2,88,21,99,High,51,Visual,3,No
S09378,44,Female,Undergraduate,Python Basics,258,1,35,38,44,Low,55,Kinesthetic,3,No
S09379,21,Female,High School,Machine Learning,123,4,50,2,84,Medium,77,Visual,4,No
S09380,36,Male,Undergraduate,Data Science,145,3,77,0,61,Medium,72,Kinesthetic,2,Yes
S09381,21,Male,Undergraduate,Data Science,154,3,49,24,66,High,55,Reading/Writing,4,No
S09382,37,Female,High School,Cybersecurity,356,3,32,9,62,Medium,78,Auditory,3,No
S09383,35,Male,Undergraduate,Web Development,81,2,48,33,76,Medium,70,Auditory,1,No
S09384,19,Male,Undergraduate,Python Basics,290,3,56,22,48,Medium,35,Auditory,1,No
S09385,35,Female,High School,Machine Learning,191,3,97,11,79,High,32,Reading/Writing,5,Yes
S09386,17,Male,Undergraduate,Python Basics,302,4,48,17,72,Low,39,Reading/Writing,3,No
S09387,38,Female,Undergraduate,Web Development,137,3,88,33,54,High,69,Auditory,2,No
S09388,33,Female,Undergraduate,Web Development,414,1,53,36,74,Medium,67,Auditory,3,No
S09389,47,Male,Undergraduate,Machine Learning,19,3,75,37,53,Medium,85,Auditory,4,No
S09390,28,Male,Undergraduate,Machine Learning,495,2,43,29,54,Medium,41,Auditory,3,No
S09391,34,Male,Undergraduate,Data Science,125,1,68,34,53,Medium,66,Reading/Writing,1,No
S09392,37,Male,High School,Cybersecurity,353,1,81,37,77,Medium,53,Kinesthetic,4,No
S09393,39,Female,Undergraduate,Web Development,185,4,65,16,56,Medium,48,Reading/Writing,1,No
S09394,27,Male,Undergraduate,Machine Learning,309,1,82,44,87,Low,98,Kinesthetic,5,Yes
S09395,25,Male,High School,Web Development,356,3,66,47,99,Low,40,Visual,1,No
S09396,48,Male,High School,Data Science,310,2,69,37,45,High,31,Auditory,1,No
S09397,45,Female,High School,Web Development,442,4,77,7,73,High,40,Reading/Writing,2,No
S09398,48,Male,High School,Machine Learning,317,3,65,6,85,Medium,31,Reading/Writing,2,No
