,Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood,Adaptive_Rating
7224,S07225,47,Female,Postgraduate,Web Development,356,1,67,10,42,1,51,Reading/Writing,5,0,3.0
7225,S07226,31,Male,High School,Cybersecurity,449,4,37,13,72,1,67,Reading/Writing,5,0,3.0
7226,S07227,20,Male,Postgraduate,Cybersecurity,489,3,59,23,45,1,72,Auditory,5,0,3.0
7227,S07228,38,Female,Undergraduate,Cybersecurity,340,2,35,29,48,0,40,Kinesthetic,5,1,1.0
7228,S07229,48,Female,Postgraduate,Python Basics,238,1,37,36,65,0,66,Kinesthetic,4,0,1.0
7229,S07230,26,Female,Undergraduate,Python Basics,491,1,30,41,97,1,51,Auditory,5,1,1.0
7230,S07231,30,Male,Undergraduate,Python Basics,456,3,59,42,90,0,60,Kinesthetic,3,0,1.0
7231,S07232,36,Male,Undergraduate,Cybersecurity,384,3,66,43,68,1,93,Visual,5,0,3.0
7232,S07233,26,Male,High School,Python Basics,268,1,79,46,68,1,67,Auditory,2,0,1.8
7233,S07234,31,Male,Undergraduate,Data Science,93,3,46,0,59,1,41,Kinesthetic,2,0,1.8
7234,S07235,46,Female,High School,Machine Learning,28,4,43,15,74,2,86,Visual,4,0,4.2
7235,S07236,30,Male,Postgraduate,Web Development,327,4,34,19,59,2,42,Auditory,3,0,3.4
7236,S07237,44,Male,Postgraduate,Web Development,264,4,81,19,43,2,39,Kinesthetic,1,0,1.8
7237,S07238,18,Male,Undergraduate,Web Development,203,3,78,40,86,2,96,Kinesthetic,1,0,1.8
7238,S07239,19,Male,Undergraduate,Cybersecurity,474,2,42,12,76,1,77,Auditory,1,0,1.4
7239,S07240,20,Male,High School,Machine Learning,201,3,75,49,98,2,37,Reading/Writing,1,0,1.8
7240,S07241,43,Male,Undergraduate,Cybersecurity,243,1,57,43,64,0,48,Kinesthetic,3,0,1.0
7241,S07242,23,Female,High School,Machine Learning,143,1,90,31,89,1,36,Visual,2,0,1.8
7242,S07243,23,Male,High School,Machine Learning,43,2,67,4,49,2,47,Reading/Writing,2,0,2.6
7243,S07244,48,Female,Undergraduate,Machine Learning,453,2,94,41,54,2,89,Visual,3,1,1.0
7244,S07245,30,Female,Undergraduate,Python Basics,23,3,70,30,95,1,94,Reading/Writing,4,0,2.6
7245,S07246,20,Female,Postgraduate,Web Development,55,1,40,10,63,1,91,Auditory,5,0,3.0
7246,S07247,17,Female,Undergraduate,Cybersecurity,18,1,89,37,65,1,92,Kinesthetic,3,0,2.2
7247,S07248,22,Female,Undergraduate,Web Development,342,1,61,12,87,2,69,Reading/Writing,4,0,4.2
7248,S07249,41,Female,Undergraduate,Cybersecurity,173,3,85,26,98,2,81,Auditory,4,1,1.0
7249,S07250,21,Female,Postgraduate,Cybersecurity,86,2,55,35,70,0,31,Auditory,1,0,1.0
7250,S07251,37,Female,Undergraduate,Data Science,160,1,81,22,92,1,87,Kinesthetic,5,1,1.0
7251,S07252,35,Female,High School,Web Development,10,3,33,10,90,2,46,Kinesthetic,4,0,4.2
7252,S07253,22,Female,Undergraduate,Cybersecurity,82,1,33,16,59,1,73,Reading/Writing,2,0,1.8
7253,S07254,33,Male,Undergraduate,Web Development,167,4,60,47,85,1,42,Visual,2,0,1.8
7254,S07255,15,Female,Undergraduate,Cybersecurity,302,3,75,16,93,2,33,Auditory,2,0,2.6
7255,S07256,16,Female,High School,Machine Learning,194,1,92,2,90,2,66,Auditory,3,0,3.4
7256,S07257,37,Female,High School,Data Science,431,3,56,11,69,1,85,Kinesthetic,3,0,2.2
7257,S07258,31,Male,High School,Web Development,204,1,80,11,49,2,86,Kinesthetic,5,0,5.0
7258,S07259,45,Male,Undergraduate,Machine Learning,237,2,62,15,96,0,98,Kinesthetic,1,0,1.0
7259,S07260,17,Female,Undergraduate,Cybersecurity,48,2,65,20,70,1,89,Reading/Writing,4,0,2.6
7260,S07261,40,Female,High School,Data Science,495,3,44,0,48,1,44,Reading/Writing,1,0,1.4
7261,S07262,26,Male,Undergraduate,Cybersecurity,229,4,94,19,60,1,96,Kinesthetic,3,1,1.0
7262,S07263,42,Female,Postgraduate,Web Development,342,3,31,35,82,2,92,Kinesthetic,1,0,1.8
7263,S07264,23,Male,High School,Python Basics,472,3,36,41,40,0,98,Kinesthetic,1,0,1.0
7264,S07265,49,Female,Undergraduate,Cybersecurity,304,2,71,37,78,0,81,Kinesthetic,1,0,1.0
7265,S07266,48,Female,High School,Python Basics,421,2,66,2,89,1,97,Visual,4,0,2.6
7266,S07267,35,Female,Postgraduate,Data Science,357,2,35,45,94,0,78,Kinesthetic,4,0,1.0
7267,S07268,41,Female,Undergraduate,Machine Learning,444,3,79,16,95,2,31,Reading/Writing,2,0,2.6
7268,S07269,49,Female,Undergraduate,Data Science,204,2,80,23,52,2,44,Reading/Writing,3,0,3.4
7269,S07270,23,Male,Undergraduate,Python Basics,256,4,62,14,70,1,86,Visual,5,0,3.0
7270,S07271,44,Female,High School,Python Basics,206,2,38,42,67,1,48,Reading/Writing,1,0,1.4
7271,S07272,32,Male,High School,Machine Learning,389,2,48,16,90,1,31,Reading/Writing,1,1,1.0
7272,S07273,18,Female,High School,Machine Learning,360,4,79,20,86,2,59,Kinesthetic,5,0,5.0
7273,S07274,39,Female,High School,Data Science,347,3,41,5,71,2,84,Reading/Writing,5,0,5.0
7274,S07275,23,Female,Postgraduate,Data Science,142,3,69,17,76,2,37,Reading/Writing,5,0,5.0
7275,S07276,17,Female,Undergraduate,Python Basics,151,2,87,38,88,0,48,Visual,3,0,1.0
7276,S07277,25,Other,High School,Machine Learning,68,4,31,43,57,0,44,Kinesthetic,3,0,1.0
7277,S07278,37,Male,High School,Web Development,323,3,75,41,80,1,56,Auditory,5,0,3.0
7278,S07279,48,Female,Undergraduate,Python Basics,181,1,55,39,69,2,53,Kinesthetic,3,0,3.4
7279,S07280,18,Male,High School,Web Development,441,4,84,29,98,1,36,Auditory,4,0,2.6
7280,S07281,43,Other,Undergraduate,Data Science,117,1,92,27,58,1,66,Reading/Writing,2,0,1.8
7281,S07282,44,Male,Undergraduate,Python Basics,449,3,33,13,70,1,33,Visual,5,0,3.0
7282,S07283,45,Male,Postgraduate,Cybersecurity,158,2,81,43,89,0,86,Reading/Writing,5,0,1.0
7283,S07284,48,Female,Postgraduate,Web Development,91,4,92,24,79,1,46,Kinesthetic,2,0,1.8
7284,S07285,27,Male,High School,Data Science,58,3,43,2,88,2,70,Auditory,2,1,1.0
7285,S07286,36,Male,Undergraduate,Python Basics,213,4,62,5,72,1,94,Reading/Writing,5,0,3.0
7286,S07287,29,Male,High School,Web Development,400,2,74,45,48,0,51,Kinesthetic,3,0,1.0
7287,S07288,25,Female,Undergraduate,Machine Learning,247,4,95,31,44,1,89,Auditory,4,0,2.6
7288,S07289,25,Female,Postgraduate,Web Development,432,4,40,6,84,1,56,Reading/Writing,5,0,3.0
7289,S07290,15,Female,High School,Web Development,235,3,95,34,45,0,55,Reading/Writing,3,0,1.0
7290,S07291,16,Female,Undergraduate,Python Basics,101,2,50,38,71,1,79,Auditory,2,0,1.8
7291,S07292,24,Male,Undergraduate,Python Basics,151,3,35,49,85,1,64,Auditory,1,0,1.4
7292,S07293,38,Female,Undergraduate,Python Basics,400,2,39,36,71,2,98,Auditory,1,1,1.0
7293,S07294,25,Male,Postgraduate,Python Basics,79,1,88,16,48,2,55,Kinesthetic,3,0,3.4
7294,S07295,46,Female,Undergraduate,Data Science,309,2,78,41,59,2,32,Visual,2,0,2.6
7295,S07296,48,Male,Undergraduate,Machine Learning,407,4,84,10,87,2,60,Visual,4,0,4.2
7296,S07297,18,Male,High School,Cybersecurity,362,2,58,28,94,1,63,Kinesthetic,1,0,1.4
7297,S07298,45,Male,High School,Cybersecurity,216,4,44,38,92,1,85,Kinesthetic,2,1,1.0
7298,S07299,44,Female,High School,Web Development,238,3,86,6,88,2,73,Auditory,5,0,5.0
7299,S07300,43,Male,High School,Web Development,481,2,61,49,87,0,43,Reading/Writing,4,0,1.0
7300,S07301,48,Male,High School,Web Development,277,3,36,14,57,2,49,Visual,1,0,1.8
7301,S07302,22,Female,High School,Cybersecurity,265,4,96,12,75,0,67,Visual,5,0,1.0
7302,S07303,38,Female,High School,Data Science,114,2,93,36,93,0,92,Kinesthetic,2,0,1.0
7303,S07304,26,Female,High School,Cybersecurity,25,2,76,24,95,0,85,Reading/Writing,3,0,1.0
7304,S07305,16,Male,High School,Machine Learning,429,4,57,48,95,1,40,Reading/Writing,5,0,3.0
7305,S07306,20,Male,Undergraduate,Cybersecurity,420,2,59,37,84,1,37,Kinesthetic,2,0,1.8
7306,S07307,36,Female,Undergraduate,Data Science,473,4,71,14,78,0,59,Kinesthetic,2,1,1.0
7307,S07308,22,Female,High School,Cybersecurity,478,3,96,5,72,2,88,Kinesthetic,5,0,5.0
7308,S07309,25,Female,Undergraduate,Web Development,460,2,39,19,85,1,69,Reading/Writing,5,0,3.0
7309,S07310,26,Male,Undergraduate,Machine Learning,126,2,76,25,60,0,65,Auditory,1,1,1.0
7310,S07311,40,Male,High School,Web Development,271,4,72,40,54,2,87,Visual,1,0,1.8
7311,S07312,37,Other,Undergraduate,Web Development,246,3,79,15,68,2,47,Visual,5,0,5.0
7312,S07313,45,Male,High School,Python Basics,35,3,85,19,79,2,64,Auditory,5,0,5.0
7313,S07314,16,Male,Undergraduate,Data Science,347,3,59,44,81,0,79,Auditory,5,0,1.0
7314,S07315,20,Male,Postgraduate,Data Science,355,4,70,28,66,2,70,Kinesthetic,4,0,4.2
7315,S07316,42,Male,High School,Data Science,309,1,51,12,95,2,99,Reading/Writing,2,0,2.6
7316,S07317,27,Male,Undergraduate,Machine Learning,444,1,32,43,74,2,99,Visual,2,0,2.6
7317,S07318,38,Male,Undergraduate,Data Science,462,3,30,37,69,1,72,Visual,3,0,2.2
7318,S07319,42,Male,Postgraduate,Cybersecurity,481,4,84,47,92,1,79,Kinesthetic,1,0,1.4
7319,S07320,39,Female,High School,Cybersecurity,357,1,99,6,82,1,63,Auditory,5,0,3.0
7320,S07321,31,Female,High School,Cybersecurity,380,2,47,8,70,2,42,Visual,4,0,4.2
7321,S07322,29,Male,Undergraduate,Python Basics,416,1,97,26,53,1,80,Reading/Writing,4,0,2.6
7322,S07323,28,Female,High School,Cybersecurity,93,2,93,38,41,2,70,Auditory,1,0,1.8
7323,S07324,46,Female,Undergraduate,Python Basics,382,1,91,46,98,2,41,Auditory,1,0,1.8
7324,S07325,32,Male,High School,Cybersecurity,392,1,79,17,93,2,65,Reading/Writing,2,0,2.6
7325,S07326,49,Female,Undergraduate,Python Basics,403,3,99,3,95,0,47,Auditory,4,0,1.0
7326,S07327,41,Female,Undergraduate,Data Science,121,1,55,5,42,0,36,Reading/Writing,4,0,1.0
7327,S07328,32,Female,Undergraduate,Cybersecurity,447,3,30,41,98,2,72,Visual,2,0,2.6
7328,S07329,45,Female,Undergraduate,Data Science,73,4,52,13,94,1,73,Visual,3,0,2.2
7329,S07330,29,Other,Undergraduate,Machine Learning,155,4,51,16,86,2,34,Reading/Writing,5,0,5.0
7330,S07331,27,Other,High School,Python Basics,247,1,75,46,54,1,70,Visual,3,0,2.2
7331,S07332,40,Male,Undergraduate,Python Basics,62,4,72,22,64,1,52,Visual,3,0,2.2
7332,S07333,25,Female,Undergraduate,Machine Learning,411,4,98,38,86,1,64,Kinesthetic,1,0,1.4
7333,S07334,29,Female,High School,Cybersecurity,222,3,97,29,95,0,53,Kinesthetic,2,0,1.0
7334,S07335,47,Female,High School,Python Basics,312,4,64,1,91,1,40,Auditory,5,0,3.0
7335,S07336,41,Male,High School,Cybersecurity,304,3,54,41,56,1,33,Reading/Writing,2,1,1.0
7336,S07337,45,Female,Postgraduate,Data Science,317,1,42,12,41,0,50,Reading/Writing,4,0,1.0
7337,S07338,36,Male,Undergraduate,Cybersecurity,134,1,67,38,55,0,41,Auditory,3,0,1.0
7338,S07339,43,Female,Undergraduate,Web Development,216,1,70,42,99,1,99,Kinesthetic,3,0,2.2
7339,S07340,46,Female,Postgraduate,Data Science,442,3,39,20,61,0,73,Auditory,2,0,1.0
7340,S07341,35,Male,Undergraduate,Machine Learning,286,2,87,42,80,2,40,Visual,3,1,1.0
7341,S07342,32,Male,High School,Data Science,174,1,48,32,99,1,82,Auditory,5,0,3.0
7342,S07343,22,Female,Undergraduate,Python Basics,426,4,40,23,77,2,65,Reading/Writing,3,0,3.4
7343,S07344,16,Male,Postgraduate,Cybersecurity,144,4,94,27,60,1,65,Reading/Writing,2,1,1.0
7344,S07345,22,Male,Undergraduate,Web Development,456,2,64,23,50,0,93,Reading/Writing,4,0,1.0
7345,S07346,19,Female,Undergraduate,Machine Learning,122,3,42,38,55,1,63,Kinesthetic,3,0,2.2
7346,S07347,24,Female,Undergraduate,Web Development,358,2,94,25,54,2,30,Visual,4,0,4.2
7347,S07348,36,Female,Postgraduate,Machine Learning,15,3,56,13,62,2,43,Reading/Writing,4,1,1.0
7348,S07349,23,Male,Undergraduate,Cybersecurity,198,4,86,7,48,0,62,Reading/Writing,4,1,1.0
7349,S07350,19,Female,Undergraduate,Web Development,297,1,61,4,81,1,86,Auditory,5,0,3.0
7350,S07351,28,Male,Undergraduate,Python Basics,104,4,43,12,47,0,88,Visual,2,0,1.0
7351,S07352,36,Male,High School,Web Development,321,4,52,20,59,2,92,Reading/Writing,5,0,5.0
7352,S07353,18,Female,Undergraduate,Web Development,278,1,97,47,88,2,99,Kinesthetic,2,0,2.6
7353,S07354,44,Female,High School,Machine Learning,335,4,63,41,66,0,59,Auditory,2,0,1.0
7354,S07355,21,Female,Undergraduate,Machine Learning,59,3,52,43,79,0,49,Kinesthetic,4,1,1.0
7355,S07356,35,Female,Undergraduate,Machine Learning,442,3,49,14,85,2,93,Auditory,5,0,5.0
7356,S07357,26,Female,High School,Python Basics,191,3,62,13,71,1,31,Kinesthetic,3,0,2.2
7357,S07358,15,Female,Undergraduate,Python Basics,444,4,56,28,93,0,92,Auditory,2,0,1.0
7358,S07359,17,Male,Undergraduate,Machine Learning,214,2,42,9,46,1,72,Reading/Writing,5,0,3.0
7359,S07360,33,Female,High School,Web Development,41,2,38,42,60,2,32,Kinesthetic,1,0,1.8
7360,S07361,33,Male,Undergraduate,Cybersecurity,191,2,51,27,63,1,81,Reading/Writing,5,0,3.0
7361,S07362,48,Male,High School,Python Basics,287,1,70,19,75,1,51,Reading/Writing,3,0,2.2
7362,S07363,42,Male,Undergraduate,Machine Learning,413,3,40,19,71,1,52,Visual,5,1,1.0
7363,S07364,17,Male,Undergraduate,Machine Learning,112,1,86,32,56,1,74,Visual,2,0,1.8
7364,S07365,38,Female,Undergraduate,Machine Learning,426,4,44,12,85,2,37,Reading/Writing,4,0,4.2
7365,S07366,24,Female,Undergraduate,Machine Learning,357,4,36,24,97,2,85,Kinesthetic,2,0,2.6
7366,S07367,43,Male,Undergraduate,Cybersecurity,319,3,36,21,99,2,45,Visual,2,1,1.0
7367,S07368,17,Female,Undergraduate,Data Science,337,1,76,12,58,2,47,Visual,2,0,2.6
7368,S07369,46,Female,High School,Cybersecurity,256,2,54,48,82,2,52,Auditory,5,0,5.0
7369,S07370,34,Male,Undergraduate,Data Science,499,3,67,27,69,1,42,Kinesthetic,3,0,2.2
7370,S07371,25,Male,Undergraduate,Python Basics,143,2,72,44,53,1,44,Reading/Writing,2,0,1.8
7371,S07372,44,Female,Postgraduate,Machine Learning,161,4,56,31,86,1,70,Auditory,4,0,2.6
7372,S07373,45,Other,Undergraduate,Python Basics,438,3,93,19,65,1,39,Visual,5,0,3.0
7373,S07374,46,Male,Undergraduate,Cybersecurity,401,3,41,13,98,1,50,Visual,5,0,3.0
7374,S07375,48,Male,Undergraduate,Cybersecurity,242,1,34,9,79,1,95,Kinesthetic,5,0,3.0
7375,S07376,33,Female,Undergraduate,Python Basics,153,4,69,45,65,2,89,Auditory,2,0,2.6
7376,S07377,41,Female,High School,Machine Learning,449,4,92,38,53,2,57,Kinesthetic,5,1,1.0
7377,S07378,28,Male,Postgraduate,Web Development,465,1,61,24,67,1,40,Visual,3,0,2.2
7378,S07379,25,Female,Undergraduate,Data Science,217,1,62,42,77,1,85,Auditory,3,0,2.2
7379,S07380,30,Female,Postgraduate,Web Development,171,3,86,30,49,1,83,Reading/Writing,2,0,1.8
7380,S07381,18,Male,Postgraduate,Machine Learning,204,2,88,44,64,1,66,Kinesthetic,2,0,1.8
7381,S07382,21,Male,Undergraduate,Machine Learning,15,2,52,38,99,1,39,Reading/Writing,4,0,2.6
7382,S07383,39,Male,Postgraduate,Web Development,375,2,45,14,60,0,78,Kinesthetic,1,1,1.0
7383,S07384,44,Male,Postgraduate,Python Basics,211,4,37,31,83,0,68,Reading/Writing,1,0,1.0
7384,S07385,22,Male,Undergraduate,Web Development,479,4,82,8,53,0,54,Kinesthetic,4,0,1.0
7385,S07386,32,Female,Postgraduate,Data Science,348,3,87,15,77,0,84,Visual,2,0,1.0
7386,S07387,48,Male,High School,Machine Learning,11,1,64,21,71,1,51,Kinesthetic,5,1,1.0
7387,S07388,39,Female,High School,Cybersecurity,188,2,42,35,78,2,65,Reading/Writing,2,0,2.6
7388,S07389,32,Female,Postgraduate,Python Basics,367,1,56,0,98,0,43,Kinesthetic,5,0,1.0
7389,S07390,20,Female,Undergraduate,Python Basics,131,1,79,24,67,2,53,Reading/Writing,4,0,4.2
7390,S07391,25,Female,Undergraduate,Web Development,326,4,79,24,92,1,86,Kinesthetic,1,0,1.4
7391,S07392,26,Female,Undergraduate,Web Development,114,1,89,11,48,0,49,Visual,5,0,1.0
7392,S07393,36,Male,Undergraduate,Python Basics,245,1,94,25,54,2,57,Auditory,3,1,1.0
7393,S07394,20,Male,High School,Data Science,346,3,50,46,66,1,90,Kinesthetic,2,1,1.0
7394,S07395,48,Male,High School,Cybersecurity,369,4,84,12,87,1,66,Visual,3,0,2.2
7395,S07396,36,Female,Undergraduate,Machine Learning,255,3,73,45,49,1,38,Auditory,3,1,1.0
7396,S07397,48,Male,Undergraduate,Machine Learning,449,4,96,21,67,2,77,Kinesthetic,5,0,5.0
7397,S07398,22,Male,Undergraduate,Web Development,159,4,65,16,96,1,70,Auditory,1,0,1.4
7398,S07399,46,Male,Undergraduate,Cybersecurity,33,2,47,38,75,2,65,Reading/Writing,1,0,1.8
7399,S07400,23,Male,Undergraduate,Python Basics,234,1,86,39,78,1,63,Auditory,5,0,3.0
7400,S07401,18,Female,Undergraduate,Web Development,365,4,83,16,96,1,75,Kinesthetic,4,1,1.0
7401,S07402,20,Male,Postgraduate,Web Development,450,2,95,22,80,2,45,Reading/Writing,3,0,3.4
7402,S07403,20,Female,Postgraduate,Python Basics,426,3,86,17,90,0,55,Auditory,5,0,1.0
7403,S07404,49,Female,High School,Data Science,461,1,83,32,70,1,80,Reading/Writing,2,0,1.8
7404,S07405,47,Male,Undergraduate,Machine Learning,254,1,41,23,50,2,40,Reading/Writing,2,0,2.6
7405,S07406,22,Female,Postgraduate,Python Basics,63,4,90,11,94,0,69,Visual,3,0,1.0
7406,S07407,38,Female,High School,Data Science,315,1,55,8,86,1,31,Kinesthetic,5,0,3.0
7407,S07408,22,Male,High School,Data Science,315,3,70,27,58,2,95,Visual,1,0,1.8
7408,S07409,16,Male,High School,Data Science,390,4,34,0,45,2,63,Kinesthetic,4,0,4.2
7409,S07410,45,Male,High School,Cybersecurity,238,1,50,9,73,2,58,Kinesthetic,5,0,5.0
7410,S07411,39,Female,High School,Web Development,155,4,33,12,82,0,89,Auditory,4,0,1.0
7411,S07412,17,Male,High School,Python Basics,207,2,92,22,72,2,50,Kinesthetic,4,0,4.2
7412,S07413,43,Male,Undergraduate,Data Science,375,1,72,27,60,2,95,Kinesthetic,2,0,2.6
7413,S07414,23,Female,High School,Python Basics,143,2,95,39,49,0,38,Reading/Writing,1,0,1.0
7414,S07415,46,Female,Undergraduate,Data Science,342,4,90,19,69,1,70,Kinesthetic,5,1,1.0
7415,S07416,16,Female,Undergraduate,Cybersecurity,439,2,97,43,41,1,85,Kinesthetic,2,0,1.8
7416,S07417,22,Female,Undergraduate,Data Science,266,4,44,29,59,2,76,Reading/Writing,3,0,3.4
7417,S07418,28,Female,Undergraduate,Web Development,328,4,36,36,69,2,32,Reading/Writing,3,0,3.4
7418,S07419,28,Female,Undergraduate,Machine Learning,407,3,37,48,63,2,83,Visual,5,0,5.0
7419,S07420,45,Male,High School,Machine Learning,432,4,76,15,92,1,70,Kinesthetic,2,0,1.8
7420,S07421,30,Male,Undergraduate,Data Science,371,2,30,44,70,0,51,Reading/Writing,4,0,1.0
7421,S07422,15,Female,Undergraduate,Machine Learning,156,2,58,26,94,1,90,Visual,2,0,1.8
7422,S07423,36,Female,Undergraduate,Web Development,238,4,43,22,72,2,55,Kinesthetic,4,1,1.0
7423,S07424,43,Male,Undergraduate,Web Development,350,4,76,13,71,1,54,Visual,1,1,1.0
7424,S07425,43,Male,Undergraduate,Data Science,469,3,70,28,85,1,97,Visual,3,0,2.2
7425,S07426,47,Other,Undergraduate,Web Development,48,3,54,39,90,0,97,Visual,5,0,1.0
7426,S07427,32,Male,Postgraduate,Web Development,339,4,31,21,44,1,79,Kinesthetic,5,0,3.0
7427,S07428,47,Female,Undergraduate,Machine Learning,381,4,97,5,82,0,44,Reading/Writing,2,0,1.0
7428,S07429,45,Female,High School,Data Science,302,1,98,49,66,1,78,Auditory,4,0,2.6
7429,S07430,34,Male,Undergraduate,Machine Learning,75,3,67,5,41,1,31,Auditory,3,0,2.2
7430,S07431,22,Male,Undergraduate,Cybersecurity,124,2,48,1,66,2,67,Kinesthetic,4,0,4.2
7431,S07432,32,Female,High School,Web Development,62,4,74,11,63,0,72,Kinesthetic,2,0,1.0
7432,S07433,23,Male,Undergraduate,Python Basics,407,2,49,24,86,0,85,Visual,2,0,1.0
7433,S07434,30,Female,Postgraduate,Python Basics,253,1,44,43,66,1,69,Kinesthetic,5,1,1.0
7434,S07435,33,Male,Undergraduate,Data Science,249,4,75,39,91,2,57,Auditory,2,0,2.6
7435,S07436,17,Female,Undergraduate,Machine Learning,149,4,70,8,96,1,49,Reading/Writing,5,0,3.0
7436,S07437,34,Male,Undergraduate,Data Science,382,3,58,0,47,2,67,Reading/Writing,4,1,1.0
7437,S07438,34,Male,Postgraduate,Web Development,276,4,86,44,94,0,83,Reading/Writing,1,0,1.0
7438,S07439,36,Female,Undergraduate,Web Development,238,2,56,17,94,2,73,Kinesthetic,5,0,5.0
7439,S07440,38,Male,Postgraduate,Data Science,393,1,55,14,98,1,31,Auditory,3,0,2.2
7440,S07441,40,Male,Undergraduate,Web Development,292,3,57,39,92,1,64,Reading/Writing,3,0,2.2
7441,S07442,17,Female,Postgraduate,Machine Learning,186,1,93,28,43,0,53,Auditory,5,0,1.0
7442,S07443,31,Male,Undergraduate,Python Basics,461,3,74,7,92,1,98,Auditory,4,0,2.6
7443,S07444,33,Female,Undergraduate,Cybersecurity,354,4,55,2,85,0,97,Auditory,4,0,1.0
7444,S07445,30,Female,Postgraduate,Python Basics,427,4,95,0,69,0,84,Reading/Writing,2,1,1.0
7445,S07446,38,Female,Undergraduate,Python Basics,409,1,74,22,91,1,78,Kinesthetic,3,0,2.2
7446,S07447,41,Female,Postgraduate,Cybersecurity,265,1,76,7,77,2,53,Auditory,1,1,1.0
7447,S07448,42,Female,Undergraduate,Python Basics,441,3,95,42,89,1,36,Reading/Writing,4,1,1.0
7448,S07449,48,Female,Undergraduate,Web Development,447,3,68,23,61,1,79,Visual,2,1,1.0
7449,S07450,23,Female,High School,Cybersecurity,368,3,80,33,84,0,39,Reading/Writing,1,0,1.0
7450,S07451,38,Female,Postgraduate,Machine Learning,270,4,97,7,93,2,72,Auditory,2,0,2.6
7451,S07452,32,Female,Postgraduate,Data Science,67,3,71,46,80,2,32,Auditory,1,0,1.8
7452,S07453,32,Male,High School,Web Development,486,4,72,3,86,0,33,Visual,5,1,1.0
7453,S07454,48,Male,Postgraduate,Cybersecurity,117,4,79,2,58,1,89,Auditory,2,1,1.0
7454,S07455,44,Female,Undergraduate,Machine Learning,130,1,43,26,45,1,95,Visual,3,0,2.2
7455,S07456,42,Male,Undergraduate,Web Development,354,3,48,31,54,1,57,Visual,3,0,2.2
7456,S07457,29,Female,High School,Python Basics,69,4,36,29,67,1,31,Reading/Writing,4,0,2.6
7457,S07458,39,Male,Undergraduate,Data Science,234,3,70,27,57,2,62,Auditory,5,0,5.0
7458,S07459,20,Male,Postgraduate,Web Development,488,4,46,31,46,2,77,Kinesthetic,1,1,1.0
7459,S07460,38,Male,High School,Machine Learning,103,2,48,7,57,1,63,Reading/Writing,2,0,1.8
7460,S07461,27,Male,High School,Cybersecurity,122,1,63,15,76,1,37,Auditory,4,0,2.6
7461,S07462,46,Male,Undergraduate,Machine Learning,76,3,81,17,62,2,77,Auditory,2,1,1.0
7462,S07463,18,Male,Postgraduate,Cybersecurity,163,2,87,35,67,1,43,Reading/Writing,4,0,2.6
7463,S07464,28,Male,High School,Data Science,323,3,77,28,88,1,62,Auditory,2,0,1.8
7464,S07465,42,Male,Postgraduate,Data Science,103,3,39,43,63,2,93,Reading/Writing,2,0,2.6
7465,S07466,49,Female,Undergraduate,Data Science,371,3,86,39,59,1,62,Kinesthetic,4,0,2.6
7466,S07467,17,Male,Undergraduate,Python Basics,344,4,79,39,54,0,65,Visual,4,1,1.0
7467,S07468,38,Female,Undergraduate,Data Science,379,1,58,9,61,0,69,Auditory,3,0,1.0
7468,S07469,33,Female,Undergraduate,Machine Learning,28,2,66,33,58,1,76,Auditory,3,0,2.2
7469,S07470,43,Male,Undergraduate,Machine Learning,191,4,85,35,82,1,76,Auditory,2,0,1.8
7470,S07471,47,Female,High School,Python Basics,165,2,39,17,98,1,55,Reading/Writing,3,0,2.2
7471,S07472,39,Male,High School,Python Basics,486,1,83,9,81,1,97,Auditory,5,0,3.0
7472,S07473,37,Female,Postgraduate,Python Basics,270,3,66,5,83,2,90,Visual,3,0,3.4
7473,S07474,49,Female,High School,Machine Learning,116,1,41,49,42,1,52,Auditory,3,1,1.0
7474,S07475,42,Female,Undergraduate,Machine Learning,314,1,42,44,52,2,66,Visual,2,0,2.6
7475,S07476,49,Male,Undergraduate,Web Development,211,3,70,28,70,0,85,Kinesthetic,3,0,1.0
7476,S07477,37,Male,Undergraduate,Data Science,397,4,53,16,87,1,50,Auditory,2,0,1.8
7477,S07478,18,Male,High School,Python Basics,458,4,90,36,87,2,63,Auditory,5,0,5.0
7478,S07479,31,Male,High School,Cybersecurity,313,4,33,34,41,1,88,Kinesthetic,1,0,1.4
7479,S07480,15,Male,High School,Machine Learning,374,4,84,13,44,1,46,Kinesthetic,1,0,1.4
7480,S07481,48,Other,Undergraduate,Python Basics,231,4,53,34,40,2,42,Kinesthetic,5,0,5.0
7481,S07482,49,Male,High School,Python Basics,50,4,35,19,44,2,63,Auditory,4,1,1.0
7482,S07483,32,Female,Undergraduate,Python Basics,129,1,43,11,65,2,33,Visual,2,0,2.6
7483,S07484,23,Male,Undergraduate,Cybersecurity,379,4,63,39,71,2,85,Auditory,4,0,4.2
7484,S07485,35,Female,High School,Cybersecurity,170,4,53,20,58,2,60,Visual,3,0,3.4
7485,S07486,20,Male,Postgraduate,Machine Learning,325,2,77,32,80,1,37,Visual,1,0,1.4
7486,S07487,49,Female,Undergraduate,Data Science,172,4,59,28,56,0,34,Reading/Writing,5,0,1.0
7487,S07488,48,Male,High School,Web Development,117,4,38,3,95,2,82,Visual,5,0,5.0
